MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
320_2,0.213378,0.304018,0.915713,0.684791,0.62824,0.293338,0.491776,0.075788,0.755851,0.269454,0.264634,0.683782,0.606146,0.508038,0.685163,0.671459,0.78223,0.516087,0.48611,0.875328,0.204142,0.540797,0.326997,0.857257,0.924851,0.607498,0.671922,0.692689,0.86399,0.331277,0.571918,0.654821,0.107651,0.758137,0.236231,0.685196,0.68752,0.710562,0.751023,0.720509,0.58313,0.618047,0.103605,0.654857,0.652916,0.439226,0.005,0.266158,0.732426,0.76145,0.055637,0.327209,0.79033,0.878814,0.820505,0.695447,0.487338,0.304496,0.474416,0.105544,0.470638,0.478113,0.525495,0.603954,0.392294,0.275144,0.41612,0.328012,0.240138,0.275397,0.878814,0.254464,0.533654,0.117702,0.226794,0.332097,0.681981,Control,Memantine,C/S,c-CS-m
320_3,0.210464,0.306206,0.929043,0.718233,0.621176,0.298214,0.468524,0.071822,0.754685,0.302385,0.256526,0.701493,0.626256,0.505334,0.699322,0.68522,0.799597,0.556872,0.510755,0.889415,0.206652,0.530324,0.379279,0.90252,0.903018,0.614558,0.694733,0.720243,0.863712,0.32113,0.565065,0.676127,0.100698,0.782155,0.247327,0.731113,0.755775,0.784114,0.705726,0.794407,0.63526,0.696105,0.1043,0.59486,0.641035,0.53688,0.00158,0.268088,0.664501,0.836492,0.050012,0.341128,0.809462,0.829725,0.760853,0.648232,0.472328,0.270577,0.407579,0.112522,0.417729,0.450953,0.472954,0.533625,0.416243,0.27276,0.365096,0.353604,0.185959,0.211193,0.829725,0.255592,0.498218,0.107742,0.214599,0.332097,0.633991,Control,Memantine,C/S,c-CS-m
320_4,0.178362,0.240385,0.728531,0.525772,0.603492,0.325704,0.457911,0.158221,0.49806,0.229519,0.221749,0.646204,0.510575,0.483133,0.506405,0.513414,0.680418,0.438492,0.501219,0.783257,0.1757,0.517,0.299822,0.54243,0.715057,0.568909,0.648983,0.541733,0.76232,0.295517,0.431492,0.504208,0.075681,0.673532,0.233879,0.620651,0.636575,0.509991,0.627769,0.633407,0.481298,0.498316,0.071075,0.565344,0.604741,0.431814,0.045168,0.252709,0.677037,0.625986,0.051451,0.324567,0.771594,0.795776,0.75388,0.6646,0.388407,0.286233,0.436777,0.095889,0.474526,0.358471,0.460561,0.598817,0.301439,0.471325,0.425405,0.253513,0.295242,0.196635,0.795776,0.24687,0.605025,0.108559,0.198197,0.332097,0.709995,Control,Memantine,C/S,c-CS-m
320_5,0.186295,0.262321,0.77497,0.588074,0.632929,0.337215,0.495437,0.168509,0.546571,0.248794,0.224783,0.671674,0.577765,0.532091,0.557257,0.544407,0.700354,0.51884,0.508504,0.818477,0.180127,0.544201,0.332547,0.565496,0.72742,0.593546,0.672531,0.601736,0.788515,0.335315,0.470414,0.56161,0.086343,0.754601,0.257045,0.65317,0.708147,0.583027,0.685509,0.697343,0.582008,0.543213,0.086079,0.594547,0.602776,0.451897,0.047691,0.274794,0.645062,0.691519,0.051243,0.339023,0.811539,0.803567,0.771014,0.647621,0.406129,0.353666,0.435845,0.090363,0.455535,0.450383,0.447698,0.601765,0.408426,0.354508,0.44116,0.284433,0.309791,0.343285,0.803567,0.210214,0.551378,0.135739,0.293294,0.332097,0.695824,Control,Memantine,C/S,c-CS-m
320_6,0.190034,0.261487,0.801151,0.618235,0.686539,0.356822,0.48867,0.173563,0.559449,0.274787,0.224922,0.696565,0.615632,0.528533,0.605077,0.576272,0.715824,0.567736,0.551163,0.837799,0.179681,0.566233,0.434197,0.604506,0.78232,0.596316,0.690233,0.649135,0.798895,0.323323,0.490406,0.566124,0.090449,0.783545,0.26876,0.723216,0.804138,0.657216,0.679271,0.771399,0.637004,0.608174,0.100845,0.553542,0.58,0.473661,0.048455,0.272757,0.577047,0.787995,0.050087,0.351531,0.84141,0.775331,0.730991,0.622145,0.398914,0.334233,0.389418,0.099088,0.434131,0.468723,0.399382,0.526221,0.44984,0.380216,0.395264,0.328804,0.249972,0.302276,0.775331,0.242065,0.506007,0.142565,0.277016,0.332097,0.663727,Control,Memantine,C/S,c-CS-m
320_7,0.159251,0.201812,0.650193,0.463749,0.51211,0.348756,0.484526,0.185852,0.403344,0.213257,0.190408,0.622869,0.473928,0.491239,0.414053,0.41677,0.602441,0.411914,0.486732,0.695502,0.163481,0.491676,0.294139,0.407176,0.569756,0.529672,0.622162,0.511734,0.70395,0.289394,0.397675,0.428276,0.074227,0.654513,0.256455,0.622404,0.644553,0.457961,0.577173,0.616355,0.490347,0.477998,0.061481,0.488364,0.553873,0.472522,0.063776,0.267467,0.64617,0.552243,0.051092,0.352971,0.756944,0.708403,0.677008,0.590575,0.330576,0.388306,0.418513,0.094313,0.434437,0.405538,0.411545,0.628628,0.256086,0.446733,0.462061,0.320389,0.364822,0.225273,0.708403,0.201735,0.601801,0.136392,0.221943,0.332097,0.739255,Control,Memantine,C/S,c-CS-m
320_8,0.162599,0.213258,0.707757,0.511904,0.557082,0.36609,0.488311,0.197004,0.452809,0.22616,0.196284,0.706221,0.542786,0.515179,0.466547,0.461091,0.639483,0.514148,0.526486,0.741093,0.158287,0.540824,0.347179,0.432717,0.612665,0.553642,0.659329,0.576262,0.742803,0.299486,0.45259,0.483708,0.080373,0.737361,0.277955,0.648167,0.730152,0.527897,0.640274,0.687792,0.579773,0.496168,0.079928,0.450554,0.510844,0.456098,0.050874,0.253623,0.564186,0.592573,0.047994,0.350816,0.798984,0.721972,0.622735,0.536376,0.319154,0.466623,0.357243,0.080983,0.368401,0.47974,0.371419,0.587662,0.376949,0.452523,0.431616,0.250169,0.418341,0.24435,0.721972,0.203913,0.495753,0.158666,0.351275,0.332097,0.689664,Control,Memantine,C/S,c-CS-m
320_9,0.164347,0.224199,0.723618,0.550876,0.630102,0.38542,0.476236,0.20579,0.426985,0.254225,0.202051,0.664435,0.600157,0.547783,0.527233,0.495839,0.665187,0.572541,0.565115,0.762035,0.162179,0.566262,0.519192,0.467816,0.640767,0.562194,0.700566,0.649622,0.757497,0.332058,0.447194,0.492078,0.095808,0.794314,0.306897,0.713068,0.829611,0.615441,0.664497,0.771828,0.65699,0.589945,0.086961,0.448167,0.543989,0.491996,0.053745,0.260329,0.512718,0.707973,0.049602,0.382235,0.813466,0.659835,0.813633,0.538426,0.319346,0.31413,0.346738,0.08881,0.336992,0.445367,0.359012,0.551893,0.425818,0.404511,0.394054,0.306345,0.375547,0.306629,0.659835,0.207588,0.515441,0.159448,0.330109,0.332097,0.627772,Control,Memantine,C/S,c-CS-m
320_10,0.157786,0.208294,0.668589,0.483029,0.475856,0.427168,0.558276,0.229596,0.496855,0.225732,0.186717,0.669777,0.541554,0.56682,0.433546,0.422257,0.627554,0.448058,0.546322,0.698539,0.166056,0.582057,0.388667,0.39477,0.567588,0.553194,0.710789,0.605383,0.734915,0.41896,0.458022,0.415093,0.083925,0.733782,0.330921,0.676934,0.707825,0.462164,0.624146,0.660013,0.597357,0.511093,0.080818,0.423447,0.478975,0.534864,0.067176,0.254584,0.60784,0.487154,0.047016,0.352694,0.768648,0.741262,0.696063,0.60587,0.287146,0.458408,0.327098,0.0768,0.433951,0.448337,0.372825,0.604315,0.379714,0.549751,0.538934,0.33423,0.434364,0.363739,0.741262,0.240219,0.649492,0.162447,0.286104,0.332097,0.692729,Control,Memantine,C/S,c-CS-m
320_11,0.153208,0.208009,0.704718,0.500481,0.498659,0.407492,0.541511,0.229219,0.494263,0.236116,0.185162,0.679731,0.5679,0.575528,0.461701,0.43215,0.629899,0.516731,0.559466,0.732807,0.163097,0.617488,0.412616,0.388153,0.577549,0.552846,0.705407,0.554149,0.739799,0.391558,0.479279,0.434318,0.105113,0.777423,0.325427,0.690413,0.762544,0.539866,0.630265,0.689908,0.639996,0.526391,0.081612,0.398268,0.487526,0.505417,0.077963,0.281171,0.569819,0.554398,0.051945,0.36807,0.846596,0.644103,0.784205,0.613987,0.295004,0.461218,0.353347,0.074582,0.43354,0.520058,0.370895,0.587517,0.445045,0.644081,0.522025,0.316181,0.543051,0.365588,0.644103,0.274748,0.630505,0.206125,0.426335,0.332097,0.709658,Control,Memantine,C/S,c-CS-m
320_12,0.15656,0.208764,0.70289,0.533134,0.572819,0.41168,0.473691,0.231056,0.493531,0.252463,0.189237,0.699907,0.638207,0.603666,0.50656,0.469169,0.642458,0.573437,0.599798,0.738269,0.162794,0.618329,0.454094,0.410483,0.566017,0.552408,0.731865,0.596272,0.751276,0.384971,0.479067,0.421506,0.11029,0.825278,0.350545,0.719596,0.86719,0.5948,0.686225,0.761595,0.723399,0.630172,0.085641,0.383552,0.483734,0.521947,0.065378,0.247545,0.45168,0.64617,0.044781,0.381328,0.870463,0.684109,0.784799,0.566661,0.275519,0.403437,0.289153,0.064021,0.346227,0.523152,0.319215,0.523503,0.415367,0.544828,0.46308,0.345875,0.457214,0.454072,0.684109,0.211366,0.547553,0.202443,0.422445,0.332097,0.647513,Control,Memantine,C/S,c-CS-m
320_13,0.130362,0.18662,0.64171,0.437636,0.409556,0.452863,0.571919,0.202963,0.557239,0.208093,0.170278,0.682853,0.550862,0.564467,0.408925,0.379007,0.584849,0.423364,0.551857,0.662695,0.158143,0.618162,0.409882,0.42886,0.496612,0.538688,0.67644,0.553221,0.711578,0.454948,0.37433,0.370007,0.082482,0.691143,0.292732,0.67896,0.73582,0.436891,0.629392,0.655664,0.56731,0.406829,0.058831,0.34035,0.4422,0.47397,0.067212,0.226374,0.576749,0.423854,0.048348,0.346662,0.686442,0.683591,0.629096,0.547794,0.261449,0.362097,0.298865,0.055414,0.447774,0.427599,0.348053,0.533942,0.399876,0.524578,0.552265,0.333711,0.513592,0.442758,0.683591,0.138313,0.521788,0.174947,0.384072,0.332097,0.666811,Control,Memantine,C/S,c-CS-m
320_14,0.137669,0.19173,0.671133,0.470506,0.432095,0.451776,0.598636,0.204008,0.68113,0.233827,0.178875,0.690634,0.598552,0.627092,0.43609,0.406319,0.604136,0.481221,0.576935,0.696198,0.162949,0.724524,0.493615,0.334705,0.511721,0.539855,0.713156,0.594186,0.729841,0.448417,0.369451,0.391963,0.094366,0.819101,0.32302,0.721667,0.812218,0.481435,0.661233,0.681406,0.657285,0.506207,0.078826,0.326293,0.454874,0.476617,0.064666,0.219731,0.509491,0.450453,0.038582,0.357633,0.680564,0.501152,0.582076,0.50256,0.239938,0.282112,0.26778,0.057541,0.371413,0.53373,0.312297,0.514726,0.541249,0.589161,0.488756,0.318383,0.429665,0.415814,0.501152,0.222116,0.575717,0.195404,0.448265,0.332097,0.63204,Control,Memantine,C/S,c-CS-m
320_15,0.141687,0.186127,0.642978,0.497764,0.484889,0.470758,0.634176,0.201459,0.44677,0.241041,0.177727,0.717848,0.614527,0.631697,0.468974,0.417446,0.600907,0.540414,0.621496,0.713276,0.164588,0.654717,0.50114,0.335936,0.493357,0.536189,0.707428,0.660898,0.740276,0.414231,0.464735,0.372278,0.098212,0.81529,0.347395,0.753842,0.901989,0.544334,0.683582,0.766584,0.727866,0.601026,0.06689,0.311571,0.442257,0.500054,0.063379,0.224797,0.451382,0.583152,0.037645,0.385412,0.740035,0.515062,0.602908,0.45956,0.22576,0.364176,0.201718,0.057634,0.351195,0.525593,0.29109,0.48161,0.539623,0.529177,0.448077,0.278074,0.476734,0.431498,0.515062,0.228836,0.59585,0.221974,0.502906,0.332097,0.611658,Control,Memantine,C/S,c-CS-m
321_1,0.17515,0.219602,0.753395,0.660408,0.678981,0.271292,0.409422,0.089621,0.442228,0.228948,0.199945,0.637155,0.470234,0.469294,0.607267,0.515362,0.754574,0.408609,0.455523,0.790984,0.128121,0.454042,0.22707,0.671676,0.785107,0.558852,0.616945,0.502417,0.836055,0.224199,0.451348,0.600012,0.072616,0.648556,0.232346,0.655371,0.631963,0.545803,0.654392,0.657652,0.426852,0.458381,0.052086,0.651431,0.736491,0.506025,0.108366,0.264223,0.583335,0.821666,0.038515,0.344399,0.790304,0.8973,0.921817,0.665496,0.398056,0.348537,0.572619,0.139961,0.532961,0.440616,0.619605,0.77149,0.354161,0.43075,0.557076,0.314317,0.359346,0.294838,0.8973,0.266694,0.661393,0.101169,0.253621,0.332097,0.708813,Control,Memantine,C/S,c-CS-m
321_2,0.156379,0.213915,0.749037,0.654527,0.677429,0.271754,0.388216,0.083394,0.477003,0.231789,0.203128,0.635686,0.472231,0.453641,0.632631,0.535647,0.745627,0.472245,0.459986,0.79301,0.127097,0.48311,0.232502,0.67129,0.774107,0.550212,0.608496,0.510856,0.852017,0.209174,0.448625,0.601268,0.072776,0.66315,0.231597,0.661207,0.666209,0.569154,0.649106,0.657748,0.452124,0.448767,0.05645,0.690795,0.76453,0.504056,0.09907,0.271679,0.564524,0.873979,0.037453,0.339514,0.845689,0.829579,0.89673,0.699069,0.412345,0.3683,0.580822,0.144771,0.551122,0.538506,0.599272,0.816731,0.414923,0.436648,0.567563,0.361523,0.359346,0.342286,0.829579,0.266694,0.681913,0.115395,0.322294,0.332097,0.73506,Control,Memantine,C/S,c-CS-m
321_3,0.152673,0.222571,0.792655,0.657236,0.74553,0.289559,0.44942,0.079745,0.505505,0.253356,0.200008,0.649192,0.511727,0.489314,0.677234,0.556038,0.743267,0.550383,0.502984,0.820642,0.130449,0.478799,0.277917,0.694936,0.782747,0.563303,0.619663,0.552283,0.864281,0.21753,0.46741,0.608403,0.081371,0.72911,0.249781,0.69217,0.746675,0.672441,0.680912,0.723445,0.517625,0.527838,0.068626,0.656488,0.727857,0.550502,0.089683,0.27131,0.562628,1,0.038041,0.352155,0.806142,0.804691,0.885596,0.661807,0.379196,0.323566,0.513237,0.149907,0.477954,0.424703,0.536241,0.704931,0.3873,0.364555,0.506637,0.365218,0.359346,0.363186,0.804691,0.266694,0.644974,0.107829,0.300475,0.332097,0.686371,Control,Memantine,C/S,c-CS-m
321_4,0.151733,0.190977,0.682886,0.653019,0.619779,0.343617,0.435646,0.215527,0.399233,0.194581,0.167025,0.62301,0.487881,0.49553,0.567843,0.455659,0.705797,0.414593,0.544615,0.710066,0.115908,0.506748,0.245669,0.514051,0.659913,0.545472,0.645955,0.504625,0.785613,0.284576,0.434499,0.551241,0.067827,0.670471,0.258688,0.659001,0.649478,0.489768,0.651289,0.642686,0.453534,0.473267,0.051344,0.596174,0.635926,0.467169,0.11726,0.245506,0.539529,0.638587,0.037481,0.334446,0.753527,0.925465,0.826456,0.702597,0.348057,0.364624,0.587943,0.135289,0.520007,0.430461,0.515002,0.821762,0.421823,0.498662,0.540254,0.298846,0.359346,0.253218,0.925465,0.266694,0.66464,0.129538,0.32472,0.332097,0.721034,Control,Memantine,C/S,c-CS-m
321_5,0.140779,0.188271,0.696226,0.652184,0.641807,0.33342,0.407609,0.213815,0.442964,0.217426,0.169947,0.639236,0.514189,0.508942,0.598769,0.476136,0.722393,0.466105,0.498024,0.735522,0.120849,0.51986,0.291776,0.506949,0.687952,0.547141,0.643288,0.491233,0.805014,0.234749,0.452049,0.552928,0.073998,0.688078,0.278427,0.667779,0.707629,0.513299,0.653613,0.674865,0.493436,0.457478,0.051469,0.559156,0.664282,0.497729,0.1121,0.268323,0.532354,0.700213,0.036017,0.349079,0.827836,0.891013,0.8904,0.69109,0.332764,0.427053,0.338991,0.13152,0.501057,0.460591,0.499345,0.786246,0.516957,0.416694,0.549623,0.359935,0.359346,0.369876,0.891013,0.266694,0.648997,0.138736,0.34598,0.332097,0.724989,Control,Memantine,C/S,c-CS-m
321_6,0.131869,0.194346,0.708578,0.648407,0.679158,0.322861,0.381874,0.213735,0.435647,0.242969,0.164638,0.640947,0.53792,0.513828,0.614617,0.489232,0.714363,0.52151,0.536824,0.7466,0.114482,0.507716,0.325746,0.530993,0.67056,0.544583,0.648367,0.525159,0.818761,0.232842,0.447091,0.551734,0.079165,0.711822,0.27808,0.694057,0.76413,0.581561,0.693201,0.721722,0.530396,0.52056,0.049692,0.558547,0.663032,0.542761,0.120896,0.285391,0.554885,0.846549,0.036168,0.375524,0.844664,0.948334,0.912293,0.713527,0.352888,0.331447,0.422837,0.141153,0.453066,0.516671,0.476618,0.752045,0.53879,0.416266,0.522423,0.387761,0.359346,0.464644,0.948334,0.266694,0.629128,0.145704,0.401704,0.332097,0.710127,Control,Memantine,C/S,c-CS-m
321_7,0.116074,0.16018,0.595781,0.537467,0.529343,0.348042,0.435783,0.225541,0.365468,0.177225,0.144755,0.612726,0.441421,0.498418,0.485079,0.365245,0.633042,0.367925,0.518839,0.658476,0.104496,0.498288,0.310058,0.385085,0.52567,0.497573,0.612031,0.443468,0.735457,0.263088,0.369306,0.439983,0.062037,0.619579,0.223806,0.637346,0.642539,0.420123,0.615874,0.586008,0.438714,0.39634,0.040421,0.483557,0.535922,0.451624,0.126328,0.252417,0.494479,0.54669,0.032728,0.365175,0.709205,0.39687,0.77105,0.654014,0.257973,0.429019,0.598734,0.128005,0.469941,0.423037,0.42184,0.744249,0.481749,0.520335,0.474753,0.301102,0.359346,0.416041,0.39687,0.266694,0.653965,0.170511,0.531244,0.332097,0.691093,Control,Memantine,C/S,c-CS-m
321_8,0.123208,0.167591,0.634409,0.577333,0.553216,0.355218,0.42307,0.234494,0.415285,0.197379,0.140825,0.634245,0.522527,0.523619,0.545925,0.40725,0.666208,0.438848,0.554476,0.690118,0.114473,0.560793,0.349284,0.401233,0.554814,0.52526,0.648097,0.584352,0.772009,0.360448,0.435483,0.46735,0.073967,0.689233,0.297602,0.675688,0.735832,0.467725,0.651442,0.654359,0.464275,0.453177,0.048161,0.478542,0.497374,0.438595,0.115991,0.262282,0.509437,0.631779,0.03293,0.361266,0.745617,0.832675,0.823692,0.650682,0.282424,0.44426,0.525447,0.118767,0.422671,0.572843,0.387212,0.718894,0.562407,0.490926,0.428562,0.350356,0.359346,0.443078,0.832675,0.266694,0.600414,0.185504,0.488879,0.332097,0.691584,Control,Memantine,C/S,c-CS-m
321_9,0.108988,0.167735,0.645989,0.577633,0.600401,0.378343,0.399151,0.23048,0.403326,0.222542,0.14079,0.695173,0.537799,0.558008,0.563104,0.433624,0.669328,0.49633,0.568548,0.700829,0.109087,0.596445,0.398606,0.426675,0.572695,0.50926,0.634644,0.497675,0.779614,0.282128,0.425595,0.466718,0.074429,0.710958,0.306435,0.700983,0.758741,0.507385,0.682428,0.698611,0.568584,0.512857,0.050536,0.468128,0.54753,0.607178,0.127561,0.279254,0.545147,0.794585,0.033078,0.395322,0.786922,0.865328,0.856336,0.640485,0.278668,0.46242,0.42175,0.13886,0.394889,0.654977,0.377433,0.708682,0.575811,0.483744,0.433104,0.405104,0.359346,0.508747,0.865328,0.266694,0.582428,0.188508,0.509187,0.332097,0.661331,Control,Memantine,C/S,c-CS-m
321_10,0.100419,0.143564,0.548177,0.468444,0.382948,0.393459,0.554732,0.208266,0.482785,0.160826,0.137692,0.619933,0.425887,0.5364,0.446087,0.349538,0.562041,0.30798,0.556008,0.61456,0.123105,0.601676,0.362242,0.323128,0.439682,0.480537,0.684531,0.480429,0.726606,0.41561,0.479781,0.354573,0.078733,0.633567,0.236114,0.644902,0.616656,0.255202,0.629239,0.577219,0.534471,0.348011,0.041243,0.386613,0.361297,0.429907,0.106207,0.211714,0.603967,0.557871,0.019542,0.332983,0.666655,0.604265,0.606259,0.450847,0.212782,0.28879,0.417549,0.039053,0.463518,0.417481,0.335248,0.712399,0.306819,0.5783,0.654002,0.458341,0.359346,0.444071,0.604265,0.266694,0.48248,0.181038,0.39009,0.332097,0.747345,Control,Memantine,C/S,c-CS-m
321_11,0.100092,0.14915,0.585782,0.476923,0.374112,0.395224,0.568163,0.216999,0.47484,0.153763,0.131685,0.625047,0.445081,0.537268,0.428523,0.34734,0.575925,0.316069,0.572309,0.601572,0.121809,0.550669,0.400676,0.307941,0.448487,0.477219,0.683534,0.503427,0.722407,0.476025,0.426241,0.363173,0.076143,0.655945,0.241977,0.639274,0.640329,0.322236,0.578234,0.583265,0.474792,0.387972,0.049429,0.377269,0.374077,0.490507,0.110901,0.230003,0.60577,0.554095,0.023222,0.333098,0.640226,0.665328,0.761047,0.465063,0.265221,0.411087,0.435976,0.07112,0.445504,0.49749,0.341546,0.70481,0.385018,0.598664,0.612066,0.524553,0.359346,0.457629,0.665328,0.266694,0.504427,0.198748,0.426574,0.332097,0.733476,Control,Memantine,C/S,c-CS-m
321_12,0.105852,0.140722,0.573605,0.475655,0.406931,0.390319,0.469188,0.212478,0.433227,0.153296,0.12779,0.59953,0.487672,0.532102,0.421384,0.353174,0.570667,0.310723,0.541969,0.600909,0.114711,0.558333,0.388001,0.307478,0.443934,0.489101,0.657715,0.509764,0.702692,0.327736,0.345478,0.336469,0.072754,0.632303,0.279305,0.633304,0.652098,0.351617,0.589677,0.587558,0.481216,0.432194,0.04601,0.368385,0.401642,0.47225,0.111654,0.258472,0.600745,0.556463,0.024619,0.340625,0.668567,0.647614,0.745447,0.446845,0.196018,0.374968,0.472358,0.051654,0.428867,0.636869,0.320222,0.669652,0.475032,0.540048,0.604094,0.517218,0.359346,0.474002,0.647614,0.266694,0.544093,0.22794,0.525033,0.332097,0.715136,Control,Memantine,C/S,c-CS-m
321_13,0.09827,0.146567,0.505035,0.428838,0.343014,0.388399,0.620917,0.196822,0.476381,0.169116,0.117635,0.619686,0.409182,0.552796,0.403542,0.307067,0.532231,0.276659,0.594405,0.606463,0.113373,0.568913,0.478993,0.280303,0.387491,0.493545,0.682955,0.506428,0.695542,0.4802,0.327249,0.320453,0.08175,0.58665,0.277695,0.625289,0.625074,0.218404,0.603718,0.527616,0.388527,0.344636,0.043639,0.339174,0.361025,0.455723,0.122894,0.221507,0.573234,0.447978,0.020368,0.360907,0.568636,0.707046,0.892998,0.467065,0.207925,0.387963,0.475299,0.063741,0.585335,0.618151,0.470164,0.717792,0.482915,0.664091,0.67801,0.517306,0.359346,0.570673,0.707046,0.266694,0.60493,0.251703,0.564233,0.332097,0.741055,Control,Memantine,C/S,c-CS-m
321_14,0.093311,0.139269,0.552877,0.45785,0.340838,0.42795,0.634334,0.210689,0.484644,0.156001,0.136982,0.677191,0.441049,0.585528,0.428435,0.296971,0.544345,0.311197,0.595771,0.59614,0.123224,0.67933,0.455106,0.295338,0.406201,0.495095,0.700548,0.545743,0.707105,0.447986,0.301879,0.32789,0.074606,0.61586,0.228488,0.659104,0.650067,0.308252,0.622982,0.605164,0.479273,0.371846,0.050412,0.331621,0.360705,0.451842,0.110296,0.227213,0.576932,0.423368,0.021201,0.358366,0.523429,0.699489,0.670128,0.42654,0.198696,0.377981,0.373893,0.047716,0.584029,0.50601,0.424046,0.695602,0.528304,0.630205,0.585315,0.492641,0.359346,0.543037,0.699489,0.266694,0.580553,0.25995,0.682013,0.332097,0.67848,Control,Memantine,C/S,c-CS-m
321_15,0.101361,0.143364,0.56747,0.452815,0.345285,0.4069,0.585769,0.207272,0.453431,0.159301,0.127191,0.668947,0.462212,0.612337,0.408903,0.322475,0.563776,0.310719,0.582129,0.604198,0.121912,0.637282,0.426998,0.272756,0.409451,0.470944,0.701775,0.662552,0.759918,0.453811,0.294527,0.324473,0.079898,0.593009,0.236987,0.626424,0.661337,0.310383,0.591694,0.556239,0.466615,0.332241,0.059609,0.365985,0.357127,0.453869,0.104036,0.23708,0.547147,0.412999,0.024962,0.36138,0.50648,0.681714,0.742282,0.515071,0.18613,0.35885,0.37853,0.045207,0.528134,0.674279,0.429213,0.649994,0.580136,0.568804,0.550656,0.441083,0.359346,0.537461,0.681714,0.266694,0.52548,0.25418,0.680939,0.332097,0.665169,Control,Memantine,C/S,c-CS-m
322_1,0.098067,0.131618,0.5234,0.366783,0.466946,0.276614,0.372626,0.334495,0.345037,0.144051,0.144546,0.604273,0.324381,0.486261,0.380424,0.550411,0.579224,0.242275,0.411976,0.635317,0.076521,0.317812,0.150212,0.356131,0.555115,0.392614,0.585726,0.415561,0.623378,0.14661,0.343917,0.364669,0.046216,0.485989,0.155271,0.578609,0.540124,0.303701,0.438974,0.610489,0.249173,0.296539,0.015851,0.530146,0.702263,0.383542,0.105619,0.245517,0.462379,0.624658,0.046366,0.326039,0.738661,0.774799,0.678789,0.49997,0.234879,0.323517,0.682711,0.158855,0.718411,0.348463,0.701301,0.712082,0.308701,0.455949,0.428052,0.413771,0.359346,0.274893,0.774799,0.247709,0.49192,0.224755,0.304119,0.332097,0.797883,Control,Memantine,C/S,c-CS-m
322_2,0.103493,0.143104,0.570348,0.430978,0.515017,0.301546,0.421297,0.354497,0.395109,0.15998,0.153705,0.639406,0.370847,0.459517,0.424552,0.588099,0.607705,0.274934,0.428317,0.666597,0.084281,0.372521,0.188319,0.393773,0.595507,0.419241,0.569084,0.465312,0.695112,0.16013,0.394116,0.412362,0.058853,0.545828,0.18094,0.635607,0.586614,0.372104,0.496103,0.664188,0.308166,0.342304,0.02534,0.501565,0.694551,0.37923,0.099666,0.223685,0.453555,0.622561,0.045447,0.334484,0.723423,0.761332,0.66808,0.486241,0.245364,0.32165,0.706018,0.164304,0.681886,0.464492,0.691108,0.698559,0.359353,0.405854,0.459345,0.380707,0.359346,0.289255,0.761332,0.266364,0.477084,0.224755,0.304119,0.332097,0.766485,Control,Memantine,C/S,c-CS-m
